title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty_rating
Quick Peas and Tofu Plate,entree,American,"['tofu', 'noodles', 'peas', 'hot sauce', 'ginger']",12,16,28,2,easy,True,A straightforward american dish featuring tofu and peas.,1. Chop the peas and prep the tofu. 2. Cook the noodles according to package directions. 3. Sauté the tofu and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Eggs Plate,entree,American,"['eggs', 'sweet potatoes', 'bell pepper', 'butter']",12,22,34,4,medium,True,A straightforward american dish featuring eggs and bell pepper.,1. Chop the bell pepper and prep the eggs. 2. Cook the sweet potatoes according to package directions. 3. Sauté the eggs and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Tofu Bread Bowl,entree,American,"['tofu', 'bread', 'mushrooms', 'teriyaki sauce']",5,23,28,2,easy,True,A straightforward american dish featuring tofu and mushrooms.,1. Chop the mushrooms and prep the tofu. 2. Cook the bread according to package directions. 3. Sauté the tofu and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Shrimp with Bell Pepper and Quinoa,entree,Mediterranean,"['shrimp', 'quinoa', 'bell pepper']",13,19,32,4,medium,False,A straightforward mediterranean dish featuring shrimp and bell pepper.,1. Chop the bell pepper and prep the shrimp. 2. Cook the quinoa according to package directions. 3. Sauté the shrimp and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Black Beans with Spinach and Rice,entree,Mediterranean,"['black beans', 'rice', 'spinach']",8,17,25,2,easy,True,A straightforward mediterranean dish featuring black beans and spinach.,1. Chop the spinach and prep the black beans. 2. Cook the rice according to package directions. 3. Sauté the black beans and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Tortillas Bowl,entree,Mediterranean,"['lentils', 'tortillas', 'cabbage', 'ginger']",15,11,26,2,easy,True,A straightforward mediterranean dish featuring lentils and cabbage.,1. Chop the cabbage and prep the lentils. 2. Cook the tortillas according to package directions. 3. Sauté the lentils and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Peas and Pasta,entree,Mediterranean,"['black beans', 'pasta', 'peas', 'lemon juice']",12,13,25,2,easy,True,A straightforward mediterranean dish featuring black beans and peas.,1. Chop the peas and prep the black beans. 2. Cook the pasta according to package directions. 3. Sauté the black beans and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Cabbage and Tortillas,entree,Italian,"['chickpeas', 'tortillas', 'cabbage', 'olive oil', 'hot sauce']",7,24,31,4,medium,True,A straightforward italian dish featuring chickpeas and cabbage.,1. Chop the cabbage and prep the chickpeas. 2. Cook the tortillas according to package directions. 3. Sauté the chickpeas and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Onion and Salmon Plate,entree,Asian,"['salmon', 'quinoa', 'onion']",9,11,20,4,easy,False,A straightforward asian dish featuring salmon and onion.,1. Chop the onion and prep the salmon. 2. Cook the quinoa according to package directions. 3. Sauté the salmon and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Pork Chops Tortillas Bowl,entree,American,"['pork chops', 'tortillas', 'broccoli', 'ginger']",11,11,22,4,easy,False,A straightforward american dish featuring pork chops and broccoli.,1. Chop the broccoli and prep the pork chops. 2. Cook the tortillas according to package directions. 3. Sauté the pork chops and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Tofu Quinoa Bowl,entree,American,"['tofu', 'quinoa', 'cabbage', 'soy sauce', 'olive oil']",11,13,24,4,easy,True,A straightforward american dish featuring tofu and cabbage.,1. Chop the cabbage and prep the tofu. 2. Cook the quinoa according to package directions. 3. Sauté the tofu and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chicken Breast with Mushrooms and Tortillas,entree,Mexican,"['chicken breast', 'tortillas', 'mushrooms']",10,19,29,2,easy,False,A straightforward mexican dish featuring chicken breast and mushrooms.,1. Chop the mushrooms and prep the chicken breast. 2. Cook the tortillas according to package directions. 3. Sauté the chicken breast and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Quinoa Bowl,entree,Italian,"['lentils', 'quinoa', 'zucchini', 'hot sauce', 'olive oil']",12,13,25,2,easy,True,A straightforward italian dish featuring lentils and zucchini.,1. Chop the zucchini and prep the lentils. 2. Cook the quinoa according to package directions. 3. Sauté the lentils and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Onion and Sweet Potatoes,entree,Mexican,"['chickpeas', 'sweet potatoes', 'onion']",7,17,24,4,easy,True,A straightforward mexican dish featuring chickpeas and onion.,1. Chop the onion and prep the chickpeas. 2. Cook the sweet potatoes according to package directions. 3. Sauté the chickpeas and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Broccoli and Bread,entree,Mexican,"['black beans', 'bread', 'broccoli', 'hot sauce']",8,15,23,4,easy,True,A straightforward mexican dish featuring black beans and broccoli.,1. Chop the broccoli and prep the black beans. 2. Cook the bread according to package directions. 3. Sauté the black beans and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chicken Breast Quinoa Bowl,entree,American,"['chicken breast', 'quinoa', 'carrots', 'lemon juice', 'ginger']",13,11,24,2,easy,False,A straightforward american dish featuring chicken breast and carrots.,1. Chop the carrots and prep the chicken breast. 2. Cook the quinoa according to package directions. 3. Sauté the chicken breast and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Tofu with Broccoli and Pasta,entree,Italian,"['tofu', 'pasta', 'broccoli', 'garlic', 'ginger']",5,21,26,4,easy,True,A straightforward italian dish featuring tofu and broccoli.,1. Chop the broccoli and prep the tofu. 2. Cook the pasta according to package directions. 3. Sauté the tofu and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Sweet Potatoes Bowl,entree,Asian,"['lentils', 'sweet potatoes', 'carrots', 'olive oil']",15,20,35,2,medium,True,A straightforward asian dish featuring lentils and carrots.,1. Chop the carrots and prep the lentils. 2. Cook the sweet potatoes according to package directions. 3. Sauté the lentils and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Beef Strips Noodles Bowl,entree,Mediterranean,"['beef strips', 'noodles', 'onion', 'soy sauce', 'cheese']",13,20,33,4,medium,False,A straightforward mediterranean dish featuring beef strips and onion.,1. Chop the onion and prep the beef strips. 2. Cook the noodles according to package directions. 3. Sauté the beef strips and onion until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Lentils Quinoa Bowl,entree,Italian,"['lentils', 'quinoa', 'cabbage']",6,22,28,2,easy,True,A straightforward italian dish featuring lentils and cabbage.,1. Chop the cabbage and prep the lentils. 2. Cook the quinoa according to package directions. 3. Sauté the lentils and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Peas and Lentils Plate,entree,American,"['lentils', 'pasta', 'peas', 'butter']",5,18,23,4,easy,True,A straightforward american dish featuring lentils and peas.,1. Chop the peas and prep the lentils. 2. Cook the pasta according to package directions. 3. Sauté the lentils and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Black Beans Pasta Bowl,entree,Mediterranean,"['black beans', 'pasta', 'zucchini', 'teriyaki sauce']",13,22,35,2,medium,True,A straightforward mediterranean dish featuring black beans and zucchini.,1. Chop the zucchini and prep the black beans. 2. Cook the pasta according to package directions. 3. Sauté the black beans and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Mushrooms and Eggs Plate,entree,Asian,"['eggs', 'rice', 'mushrooms']",7,22,29,4,easy,True,A straightforward asian dish featuring eggs and mushrooms.,1. Chop the mushrooms and prep the eggs. 2. Cook the rice according to package directions. 3. Sauté the eggs and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Cabbage and Shrimp Plate,entree,Asian,"['shrimp', 'noodles', 'cabbage']",6,18,24,2,easy,False,A straightforward asian dish featuring shrimp and cabbage.,1. Chop the cabbage and prep the shrimp. 2. Cook the noodles according to package directions. 3. Sauté the shrimp and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Peas and Tofu Plate,entree,Mexican,"['tofu', 'rice', 'peas', 'cheese']",10,24,34,4,medium,True,A straightforward mexican dish featuring tofu and peas.,1. Chop the peas and prep the tofu. 2. Cook the rice according to package directions. 3. Sauté the tofu and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Shrimp with Tomatoes and Quinoa,entree,Mediterranean,"['shrimp', 'quinoa', 'tomatoes', 'lemon juice']",7,17,24,2,easy,False,A straightforward mediterranean dish featuring shrimp and tomatoes.,1. Chop the tomatoes and prep the shrimp. 2. Cook the quinoa according to package directions. 3. Sauté the shrimp and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Shrimp Potatoes Bowl,entree,Asian,"['shrimp', 'potatoes', 'broccoli']",14,17,31,4,medium,False,A straightforward asian dish featuring shrimp and broccoli.,1. Chop the broccoli and prep the shrimp. 2. Cook the potatoes according to package directions. 3. Sauté the shrimp and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Lentils Quinoa Bowl,entree,Asian,"['lentils', 'quinoa', 'broccoli', 'garlic', 'olive oil']",6,20,26,4,easy,True,A straightforward asian dish featuring lentils and broccoli.,1. Chop the broccoli and prep the lentils. 2. Cook the quinoa according to package directions. 3. Sauté the lentils and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Chicken Breast Plate,entree,Asian,"['chicken breast', 'potatoes', 'zucchini', 'olive oil', 'lemon juice']",12,12,24,4,easy,False,A straightforward asian dish featuring chicken breast and zucchini.,1. Chop the zucchini and prep the chicken breast. 2. Cook the potatoes according to package directions. 3. Sauté the chicken breast and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Spinach and Rice,entree,Asian,"['chickpeas', 'rice', 'spinach', 'butter']",6,12,18,2,easy,True,A straightforward asian dish featuring chickpeas and spinach.,1. Chop the spinach and prep the chickpeas. 2. Cook the rice according to package directions. 3. Sauté the chickpeas and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Cabbage and Salmon Plate,entree,Mediterranean,"['salmon', 'noodles', 'cabbage', 'soy sauce']",12,23,35,2,medium,False,A straightforward mediterranean dish featuring salmon and cabbage.,1. Chop the cabbage and prep the salmon. 2. Cook the noodles according to package directions. 3. Sauté the salmon and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Eggs Plate,entree,American,"['eggs', 'noodles', 'carrots']",9,18,27,2,easy,True,A straightforward american dish featuring eggs and carrots.,1. Chop the carrots and prep the eggs. 2. Cook the noodles according to package directions. 3. Sauté the eggs and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Tofu with Spinach and Noodles,entree,Mediterranean,"['tofu', 'noodles', 'spinach', 'teriyaki sauce', 'olive oil']",6,14,20,2,easy,True,A straightforward mediterranean dish featuring tofu and spinach.,1. Chop the spinach and prep the tofu. 2. Cook the noodles according to package directions. 3. Sauté the tofu and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Mushrooms and Shrimp Plate,entree,American,"['shrimp', 'sweet potatoes', 'mushrooms', 'hot sauce']",15,22,37,2,medium,False,A straightforward american dish featuring shrimp and mushrooms.,1. Chop the mushrooms and prep the shrimp. 2. Cook the sweet potatoes according to package directions. 3. Sauté the shrimp and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Noodles Bowl,entree,American,"['lentils', 'noodles', 'spinach', 'lemon juice', 'olive oil']",6,16,22,4,easy,True,A straightforward american dish featuring lentils and spinach.,1. Chop the spinach and prep the lentils. 2. Cook the noodles according to package directions. 3. Sauté the lentils and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Cabbage and Chicken Breast Plate,entree,Italian,"['chicken breast', 'bread', 'cabbage', 'soy sauce', 'lemon juice']",9,17,26,4,easy,False,A straightforward italian dish featuring chicken breast and cabbage.,1. Chop the cabbage and prep the chicken breast. 2. Cook the bread according to package directions. 3. Sauté the chicken breast and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Eggs Noodles Bowl,entree,Mediterranean,"['eggs', 'noodles', 'spinach', 'teriyaki sauce']",12,21,33,4,medium,True,A straightforward mediterranean dish featuring eggs and spinach.,1. Chop the spinach and prep the eggs. 2. Cook the noodles according to package directions. 3. Sauté the eggs and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Chickpeas Plate,entree,Mediterranean,"['chickpeas', 'potatoes', 'bell pepper']",10,23,33,4,medium,True,A straightforward mediterranean dish featuring chickpeas and bell pepper.,1. Chop the bell pepper and prep the chickpeas. 2. Cook the potatoes according to package directions. 3. Sauté the chickpeas and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Carrots and Salmon Plate,entree,Italian,"['salmon', 'tortillas', 'carrots', 'hot sauce']",6,12,18,2,easy,False,A straightforward italian dish featuring salmon and carrots.,1. Chop the carrots and prep the salmon. 2. Cook the tortillas according to package directions. 3. Sauté the salmon and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Spinach and Salmon Plate,entree,Asian,"['salmon', 'tortillas', 'spinach', 'ginger', 'teriyaki sauce']",13,21,34,2,medium,False,A straightforward asian dish featuring salmon and spinach.,1. Chop the spinach and prep the salmon. 2. Cook the tortillas according to package directions. 3. Sauté the salmon and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Bell Pepper and Salmon Plate,entree,Italian,"['salmon', 'potatoes', 'bell pepper']",7,18,25,4,easy,False,A straightforward italian dish featuring salmon and bell pepper.,1. Chop the bell pepper and prep the salmon. 2. Cook the potatoes according to package directions. 3. Sauté the salmon and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Tofu Plate,entree,Italian,"['tofu', 'tortillas', 'bell pepper']",8,20,28,2,easy,True,A straightforward italian dish featuring tofu and bell pepper.,1. Chop the bell pepper and prep the tofu. 2. Cook the tortillas according to package directions. 3. Sauté the tofu and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Salmon Plate,entree,Asian,"['salmon', 'rice', 'bell pepper', 'ginger', 'lemon juice']",8,25,33,2,medium,False,A straightforward asian dish featuring salmon and bell pepper.,1. Chop the bell pepper and prep the salmon. 2. Cook the rice according to package directions. 3. Sauté the salmon and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Tomatoes and Salmon Plate,entree,Asian,"['salmon', 'pasta', 'tomatoes', 'ginger']",10,21,31,2,medium,False,A straightforward asian dish featuring salmon and tomatoes.,1. Chop the tomatoes and prep the salmon. 2. Cook the pasta according to package directions. 3. Sauté the salmon and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Onion and Black Beans Plate,entree,Asian,"['black beans', 'bread', 'onion']",10,11,21,2,easy,True,A straightforward asian dish featuring black beans and onion.,1. Chop the onion and prep the black beans. 2. Cook the bread according to package directions. 3. Sauté the black beans and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Beef Strips with Carrots and Rice,entree,Mexican,"['beef strips', 'rice', 'carrots', 'garlic', 'soy sauce']",12,17,29,4,easy,False,A straightforward mexican dish featuring beef strips and carrots.,1. Chop the carrots and prep the beef strips. 2. Cook the rice according to package directions. 3. Sauté the beef strips and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Eggs Plate,entree,Mediterranean,"['eggs', 'tortillas', 'zucchini', 'butter', 'lemon juice']",6,21,27,2,easy,True,A straightforward mediterranean dish featuring eggs and zucchini.,1. Chop the zucchini and prep the eggs. 2. Cook the tortillas according to package directions. 3. Sauté the eggs and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Salmon with Mushrooms and Pasta,entree,Italian,"['salmon', 'pasta', 'mushrooms', 'teriyaki sauce']",6,19,25,2,easy,False,A straightforward italian dish featuring salmon and mushrooms.,1. Chop the mushrooms and prep the salmon. 2. Cook the pasta according to package directions. 3. Sauté the salmon and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Cabbage and Lentils Plate,entree,American,"['lentils', 'noodles', 'cabbage', 'cheese', 'lemon juice']",14,10,24,2,easy,True,A straightforward american dish featuring lentils and cabbage.,1. Chop the cabbage and prep the lentils. 2. Cook the noodles according to package directions. 3. Sauté the lentils and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chicken Breast with Broccoli and Noodles,entree,Mediterranean,"['chicken breast', 'noodles', 'broccoli']",12,14,26,2,easy,False,A straightforward mediterranean dish featuring chicken breast and broccoli.,1. Chop the broccoli and prep the chicken breast. 2. Cook the noodles according to package directions. 3. Sauté the chicken breast and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Pork Chops Plate,entree,American,"['pork chops', 'noodles', 'carrots', 'teriyaki sauce', 'olive oil']",15,10,25,4,easy,False,A straightforward american dish featuring pork chops and carrots.,1. Chop the carrots and prep the pork chops. 2. Cook the noodles according to package directions. 3. Sauté the pork chops and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Shrimp with Bell Pepper and Noodles,entree,Asian,"['shrimp', 'noodles', 'bell pepper']",6,19,25,2,easy,False,A straightforward asian dish featuring shrimp and bell pepper.,1. Chop the bell pepper and prep the shrimp. 2. Cook the noodles according to package directions. 3. Sauté the shrimp and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Salmon with Cabbage and Potatoes,entree,Mediterranean,"['salmon', 'potatoes', 'cabbage', 'soy sauce']",14,25,39,4,medium,False,A straightforward mediterranean dish featuring salmon and cabbage.,1. Chop the cabbage and prep the salmon. 2. Cook the potatoes according to package directions. 3. Sauté the salmon and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Bell Pepper and Lentils Plate,entree,Asian,"['lentils', 'sweet potatoes', 'bell pepper', 'garlic']",14,19,33,4,medium,True,A straightforward asian dish featuring lentils and bell pepper.,1. Chop the bell pepper and prep the lentils. 2. Cook the sweet potatoes according to package directions. 3. Sauté the lentils and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Chicken Breast Plate,entree,American,"['chicken breast', 'pasta', 'carrots']",5,11,16,2,easy,False,A straightforward american dish featuring chicken breast and carrots.,1. Chop the carrots and prep the chicken breast. 2. Cook the pasta according to package directions. 3. Sauté the chicken breast and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,1
Beef Strips with Zucchini and Noodles,entree,American,"['beef strips', 'noodles', 'zucchini']",8,25,33,2,medium,False,A straightforward american dish featuring beef strips and zucchini.,1. Chop the zucchini and prep the beef strips. 2. Cook the noodles according to package directions. 3. Sauté the beef strips and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,3
Black Beans with Broccoli and Bread,entree,Asian,"['black beans', 'bread', 'broccoli', 'teriyaki sauce', 'olive oil']",12,21,33,2,medium,True,A straightforward asian dish featuring black beans and broccoli.,1. Chop the broccoli and prep the black beans. 2. Cook the bread according to package directions. 3. Sauté the black beans and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Black Beans Plate,entree,Mediterranean,"['black beans', 'rice', 'zucchini', 'garlic', 'teriyaki sauce']",5,13,18,4,easy,True,A straightforward mediterranean dish featuring black beans and zucchini.,1. Chop the zucchini and prep the black beans. 2. Cook the rice according to package directions. 3. Sauté the black beans and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Zucchini and Shrimp Plate,entree,Mediterranean,"['shrimp', 'sweet potatoes', 'zucchini']",8,25,33,2,medium,False,A straightforward mediterranean dish featuring shrimp and zucchini.,1. Chop the zucchini and prep the shrimp. 2. Cook the sweet potatoes according to package directions. 3. Sauté the shrimp and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Pork Chops Bread Bowl,entree,American,"['pork chops', 'bread', 'cabbage', 'soy sauce', 'ginger']",6,10,16,2,easy,False,A straightforward american dish featuring pork chops and cabbage.,1. Chop the cabbage and prep the pork chops. 2. Cook the bread according to package directions. 3. Sauté the pork chops and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,1
Tofu with Spinach and Noodles,entree,Italian,"['tofu', 'noodles', 'spinach', 'ginger']",8,21,29,2,easy,True,A straightforward italian dish featuring tofu and spinach.,1. Chop the spinach and prep the tofu. 2. Cook the noodles according to package directions. 3. Sauté the tofu and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chicken Breast with Peas and Sweet Potatoes,entree,Italian,"['chicken breast', 'sweet potatoes', 'peas', 'lemon juice']",10,14,24,4,easy,False,A straightforward italian dish featuring chicken breast and peas.,1. Chop the peas and prep the chicken breast. 2. Cook the sweet potatoes according to package directions. 3. Sauté the chicken breast and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Quinoa Bowl,entree,American,"['lentils', 'quinoa', 'bell pepper']",12,22,34,2,medium,True,A straightforward american dish featuring lentils and bell pepper.,1. Chop the bell pepper and prep the lentils. 2. Cook the quinoa according to package directions. 3. Sauté the lentils and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Black Beans with Broccoli and Pasta,entree,Italian,"['black beans', 'pasta', 'broccoli', 'garlic']",11,19,30,2,medium,True,A straightforward italian dish featuring black beans and broccoli.,1. Chop the broccoli and prep the black beans. 2. Cook the pasta according to package directions. 3. Sauté the black beans and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Pork Chops with Spinach and Rice,entree,Mediterranean,"['pork chops', 'rice', 'spinach', 'ginger', 'garlic']",6,19,25,2,easy,False,A straightforward mediterranean dish featuring pork chops and spinach.,1. Chop the spinach and prep the pork chops. 2. Cook the rice according to package directions. 3. Sauté the pork chops and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Mushrooms and Shrimp Plate,entree,Mexican,"['shrimp', 'bread', 'mushrooms', 'lemon juice', 'soy sauce']",12,11,23,2,easy,False,A straightforward mexican dish featuring shrimp and mushrooms.,1. Chop the mushrooms and prep the shrimp. 2. Cook the bread according to package directions. 3. Sauté the shrimp and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Black Beans Tortillas Bowl,entree,Mediterranean,"['black beans', 'tortillas', 'carrots', 'soy sauce', 'hot sauce']",7,23,30,4,medium,True,A straightforward mediterranean dish featuring black beans and carrots.,1. Chop the carrots and prep the black beans. 2. Cook the tortillas according to package directions. 3. Sauté the black beans and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chickpeas Bread Bowl,entree,American,"['chickpeas', 'bread', 'cabbage', 'ginger', 'hot sauce']",14,12,26,4,easy,True,A straightforward american dish featuring chickpeas and cabbage.,1. Chop the cabbage and prep the chickpeas. 2. Cook the bread according to package directions. 3. Sauté the chickpeas and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Tomatoes and Shrimp Plate,entree,Italian,"['shrimp', 'rice', 'tomatoes', 'teriyaki sauce']",7,15,22,2,easy,False,A straightforward italian dish featuring shrimp and tomatoes.,1. Chop the tomatoes and prep the shrimp. 2. Cook the rice according to package directions. 3. Sauté the shrimp and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Spinach and Tofu Plate,entree,American,"['tofu', 'bread', 'spinach', 'olive oil', 'hot sauce']",7,13,20,4,easy,True,A straightforward american dish featuring tofu and spinach.,1. Chop the spinach and prep the tofu. 2. Cook the bread according to package directions. 3. Sauté the tofu and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Mushrooms and Noodles,entree,American,"['black beans', 'noodles', 'mushrooms', 'soy sauce', 'lemon juice']",8,21,29,2,easy,True,A straightforward american dish featuring black beans and mushrooms.,1. Chop the mushrooms and prep the black beans. 2. Cook the noodles according to package directions. 3. Sauté the black beans and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Pork Chops with Mushrooms and Tortillas,entree,Mexican,"['pork chops', 'tortillas', 'mushrooms', 'hot sauce']",11,13,24,4,easy,False,A straightforward mexican dish featuring pork chops and mushrooms.,1. Chop the mushrooms and prep the pork chops. 2. Cook the tortillas according to package directions. 3. Sauté the pork chops and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Eggs Plate,entree,Asian,"['eggs', 'potatoes', 'bell pepper']",5,17,22,2,easy,True,A straightforward asian dish featuring eggs and bell pepper.,1. Chop the bell pepper and prep the eggs. 2. Cook the potatoes according to package directions. 3. Sauté the eggs and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Bell Pepper and Rice,entree,American,"['chickpeas', 'rice', 'bell pepper', 'soy sauce']",6,22,28,2,easy,True,A straightforward american dish featuring chickpeas and bell pepper.,1. Chop the bell pepper and prep the chickpeas. 2. Cook the rice according to package directions. 3. Sauté the chickpeas and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chicken Breast with Spinach and Tortillas,entree,Italian,"['chicken breast', 'tortillas', 'spinach']",12,24,36,2,medium,False,A straightforward italian dish featuring chicken breast and spinach.,1. Chop the spinach and prep the chicken breast. 2. Cook the tortillas according to package directions. 3. Sauté the chicken breast and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Black Beans Sweet Potatoes Bowl,entree,Mediterranean,"['black beans', 'sweet potatoes', 'mushrooms', 'butter']",15,22,37,2,medium,True,A straightforward mediterranean dish featuring black beans and mushrooms.,1. Chop the mushrooms and prep the black beans. 2. Cook the sweet potatoes according to package directions. 3. Sauté the black beans and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Chickpeas Plate,entree,Mexican,"['chickpeas', 'rice', 'bell pepper']",10,13,23,4,easy,True,A straightforward mexican dish featuring chickpeas and bell pepper.,1. Chop the bell pepper and prep the chickpeas. 2. Cook the rice according to package directions. 3. Sauté the chickpeas and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chicken Breast Pasta Bowl,entree,Asian,"['chicken breast', 'pasta', 'onion', 'butter']",13,12,25,4,easy,False,A straightforward asian dish featuring chicken breast and onion.,1. Chop the onion and prep the chicken breast. 2. Cook the pasta according to package directions. 3. Sauté the chicken breast and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Chicken Breast Plate,entree,Italian,"['chicken breast', 'rice', 'carrots']",11,12,23,4,easy,False,A straightforward italian dish featuring chicken breast and carrots.,1. Chop the carrots and prep the chicken breast. 2. Cook the rice according to package directions. 3. Sauté the chicken breast and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Cabbage and Chicken Breast Plate,entree,Mediterranean,"['chicken breast', 'pasta', 'cabbage']",11,12,23,2,easy,False,A straightforward mediterranean dish featuring chicken breast and cabbage.,1. Chop the cabbage and prep the chicken breast. 2. Cook the pasta according to package directions. 3. Sauté the chicken breast and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Shrimp Quinoa Bowl,entree,American,"['shrimp', 'quinoa', 'onion']",5,12,17,2,easy,False,A straightforward american dish featuring shrimp and onion.,1. Chop the onion and prep the shrimp. 2. Cook the quinoa according to package directions. 3. Sauté the shrimp and onion until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Mushrooms and Beef Strips Plate,entree,Asian,"['beef strips', 'quinoa', 'mushrooms']",8,24,32,2,medium,False,A straightforward asian dish featuring beef strips and mushrooms.,1. Chop the mushrooms and prep the beef strips. 2. Cook the quinoa according to package directions. 3. Sauté the beef strips and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
