title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Roasted Black Bean Soup,entree,American,"['black beans', 'olive oil', 'onion', 'thyme', 'garlic powder', 'garlic']",18,27,45,6,medium,True,A savory weeknight entree built around black bean with soup.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Stir well, taste, and serve hot.",2
Homestyle Black Bean Soup,entree,American,"['black beans', 'olive oil', 'broth', 'cabbage', 'garlic powder', 'rosemary', 'garlic']",20,10,30,4,medium,True,A comfort-food style dinner built around black bean with soup.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Herb Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'spinach', 'rosemary']",12,23,35,6,easy,True,A hearty and simple main dish built around black bean with sheet pan dinner.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Garlic Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'rosemary']",15,25,40,2,easy,True,A savory weeknight entree built around black bean with sheet pan dinner.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and rosemary until fully cooked. 4. Combine everything and serve hot.,1
Smoky Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'onion', 'rosemary', 'parsley']",15,15,30,6,easy,True,A comfort-food style dinner built around black bean with sheet pan dinner.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'onion', 'bell pepper', 'paprika', 'butter']",12,23,35,2,easy,True,A savory weeknight entree built around black bean with sheet pan dinner.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'onion', 'bell pepper', 'sweet potato', 'paprika', 'thyme']",12,18,30,2,easy,True,A hearty and simple main dish built around black bean with sheet pan dinner.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'spinach', 'tomato', 'garlic powder']",18,27,45,6,easy,True,A comfort-food style dinner built around black bean with sheet pan dinner.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Herb Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'thyme']",12,13,25,6,easy,True,A comfort-food style dinner built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and thyme until fully cooked. 4. Combine everything and serve hot.,1
Garlic Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'garlic', 'rosemary']",12,10,22,4,easy,True,A comfort-food style dinner built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and garlic until fully cooked. 4. Combine everything and serve hot.,1
Smoky Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'garlic', 'thyme', 'garlic powder']",12,23,35,2,easy,True,A savory weeknight entree built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and garlic until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'onion', 'garlic', 'parsley', 'butter']",20,10,30,6,easy,True,A comfort-food style dinner built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'onion', 'garlic', 'bell pepper', 'parsley', 'thyme']",20,10,30,4,easy,True,A comfort-food style dinner built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'onion', 'garlic', 'corn', 'bell pepper', 'butter', 'garlic powder']",12,18,30,4,easy,True,A comfort-food style dinner built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Chipotle Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'corn', 'lime', 'chili powder']",12,18,30,6,easy,True,A Mexican-inspired entree with bright flavors built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Cilantro Lime Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'spinach', 'tomato', 'chili powder', 'cumin']",15,15,30,6,easy,True,A bold and zesty main dish built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Spicy Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'lime', 'cumin']",10,25,35,4,easy,True,A Mexican-inspired entree with bright flavors built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and lime until fully cooked. 4. Combine everything and serve hot.,1
Smoky Black Bean Spinach Skillet,entree,Mexican,"['black beans', 'olive oil', 'onion', 'garlic', 'lime']",15,10,25,2,easy,True,A family-friendly taco night style meal built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Salsa Verde Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'onion', 'garlic', 'bell pepper', 'cilantro']",10,20,30,4,easy,True,A family-friendly taco night style meal built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Southwest Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'onion', 'garlic', 'sweet potato', 'lime', 'cilantro']",12,23,35,4,easy,True,A family-friendly taco night style meal built around black bean with skillet.,1. Prep the black beans and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Herb Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'flour tortillas', 'eggplant', 'tomato', 'rosemary', 'lime', 'cilantro']",10,10,20,2,easy,True,A hearty and simple main dish built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Garlic Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'cilantro']",18,10,28,2,easy,True,A hearty and simple main dish built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and cilantro until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Smoky Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'parsley', 'lime', 'cilantro']",18,10,28,6,easy,True,A savory weeknight entree built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and parsley until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Lemon Pepper Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'parsley', 'butter', 'lime', 'cilantro']",10,15,25,4,easy,True,A savory weeknight entree built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and parsley until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Roasted Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'flour tortillas', 'cabbage', 'parsley', 'lime', 'cilantro']",10,10,20,4,easy,True,A hearty and simple main dish built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Homestyle Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'flour tortillas', 'mushrooms', 'onion', 'butter', 'thyme', 'lime', 'cilantro']",10,15,25,6,easy,True,A savory weeknight entree built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Chipotle Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'cilantro']",10,10,20,6,easy,True,A bold and zesty main dish built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and cilantro until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Cilantro Lime Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'lime', 'cilantro']",20,10,30,6,easy,True,A family-friendly taco night style meal built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and lime until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Spicy Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'onion', 'lime', 'cilantro']",18,10,28,4,easy,True,A family-friendly taco night style meal built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Smoky Black Bean Mushrooms Wrap,entree,Mexican,"['black beans', 'olive oil', 'flour tortillas', 'onion', 'cilantro', 'lime']",15,10,25,6,easy,True,A Mexican-inspired entree with bright flavors built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Salsa Verde Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'lime', 'cilantro']",15,10,25,6,easy,True,A bold and zesty main dish built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Southwest Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'cumin', 'lime', 'cilantro']",18,10,28,6,easy,True,A bold and zesty main dish built around black bean with wrap.,1. Prep the black beans and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the black beans with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Herb Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'quinoa', 'kale', 'white beans', 'tomato', 'paprika', 'rosemary', 'garlic']",12,13,25,6,easy,True,A hearty and simple main dish built around black bean with grain bowl.,1. Prep the black beans and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the black beans with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Garlic Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'quinoa', 'spinach', 'onion', 'rosemary', 'thyme', 'garlic']",18,17,35,4,easy,True,A savory weeknight entree built around black bean with grain bowl.,1. Prep the black beans and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the black beans with olive oil and salt until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Smoky Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'rosemary', 'garlic']",15,10,25,6,easy,True,A hearty and simple main dish built around black bean with grain bowl.,1. Prep the black beans and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the black beans with olive oil and rosemary until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Lemon Pepper Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'rosemary', 'thyme', 'garlic']",12,13,25,4,easy,True,A comfort-food style dinner built around black bean with grain bowl.,1. Prep the black beans and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the black beans with olive oil and rosemary until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Roasted Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'quinoa', 'eggplant', 'butter', 'garlic']",20,10,30,2,easy,True,A savory weeknight entree built around black bean with grain bowl.,1. Prep the black beans and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the black beans with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Homestyle Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'quinoa', 'onion', 'parsley', 'butter', 'garlic']",15,10,25,6,easy,True,A comfort-food style dinner built around black bean with grain bowl.,1. Prep the black beans and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the black beans with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Herb Black Bean Stew,entree,American,"['black beans', 'olive oil', 'broth', 'carrot', 'onion', 'paprika', 'garlic powder', 'garlic']",15,25,40,2,medium,True,A savory weeknight entree built around black bean with stew.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Garlic Black Bean Stew,entree,American,"['black beans', 'olive oil', 'garlic']",15,30,45,4,medium,True,A hearty and simple main dish built around black bean with stew.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and garlic until fully cooked. 4. Stir well, taste, and serve hot.",1
Smoky Black Bean Stew,entree,American,"['black beans', 'olive oil', 'onion', 'parsley', 'garlic']",10,30,40,6,medium,True,A savory weeknight entree built around black bean with stew.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Stir well, taste, and serve hot.",2
Lemon Pepper Black Bean Stew,entree,American,"['black beans', 'olive oil', 'onion', 'paprika', 'butter', 'garlic']",15,25,40,6,medium,True,A comfort-food style dinner built around black bean with stew.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and onion until fully cooked. 4. Stir well, taste, and serve hot.",2
Roasted Black Bean Stew,entree,American,"['black beans', 'olive oil', 'broth', 'carrot', 'onion', 'paprika', 'garlic']",18,32,50,4,medium,True,A savory weeknight entree built around black bean with stew.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Homestyle Black Bean Stew,entree,American,"['black beans', 'olive oil', 'broth', 'carrot', 'celery', 'cauliflower', 'thyme', 'garlic powder', 'garlic']",18,32,50,6,medium,True,A hearty and simple main dish built around black bean with stew.,"1. Prep the black beans and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the black beans with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Herb Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice']",20,10,30,4,easy,True,A hearty and simple main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Garlic Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'garlic']",12,10,22,2,easy,True,A comfort-food style dinner built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Smoky Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'butter', 'garlic']",12,18,30,4,easy,True,A hearty and simple main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Lemon Pepper Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'parsley', 'paprika', 'garlic']",20,10,30,2,easy,True,A comfort-food style dinner built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Roasted Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'broccoli', 'butter', 'paprika', 'garlic']",10,10,20,4,easy,True,A comfort-food style dinner built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Homestyle Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'cabbage', 'carrot', 'rosemary', 'paprika', 'garlic']",20,10,30,6,easy,True,A hearty and simple main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Ginger Garlic Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'spinach', 'tomato', 'onion', 'ginger', 'sesame oil', 'garlic']",10,10,20,6,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Sesame Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'rice', 'spinach', 'tomato', 'onion', 'ginger', 'garlic']",10,10,20,2,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and salt until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Soy Glazed Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'garlic']",10,10,20,4,easy,True,A takeout-style dinner made at home built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Sweet Chili Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'onion', 'garlic']",15,10,25,2,easy,True,A quick Asian-inspired entree built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Teriyaki Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'eggplant', 'soy sauce', 'garlic']",18,10,28,2,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Scallion Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'corn', 'onion', 'soy sauce', 'garlic']",15,10,25,4,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the cremini mushrooms with olive oil and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Tuscan Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'broccoli', 'carrot', 'snap peas', 'garlic', 'parmesan']",20,15,35,6,easy,True,A Italian-inspired comfort entree built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Basil Tomato Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta']",20,10,30,6,easy,True,A simple pasta-night style main dish built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Garlic Parmesan Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'parmesan', 'garlic']",15,15,30,4,easy,True,A Italian-inspired comfort entree built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Rustic Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'basil', 'garlic', 'parmesan']",12,23,35,4,easy,True,A simple pasta-night style main dish built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Creamy Herb Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'onion', 'parmesan', 'cream', 'garlic']",15,10,25,4,easy,True,A simple pasta-night style main dish built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Roasted Garlic Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'sweet potato', 'onion', 'black beans', 'cream', 'parmesan', 'garlic']",18,17,35,6,easy,True,A Italian-inspired comfort entree built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Herb Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta']",20,10,30,6,easy,True,A hearty and simple main dish built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Garlic Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'parmesan']",20,15,35,6,easy,True,A hearty and simple main dish built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Smoky Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'garlic', 'parmesan']",15,20,35,4,easy,True,A savory weeknight entree built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Lemon Pepper Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'parsley', 'garlic', 'parmesan']",10,15,25,6,easy,True,A hearty and simple main dish built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Roasted Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'garlic powder', 'butter', 'garlic', 'parmesan']",15,10,25,4,easy,True,A comfort-food style dinner built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Homestyle Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'cabbage', 'garlic powder', 'paprika', 'garlic', 'parmesan']",12,10,22,6,easy,True,A savory weeknight entree built around mushroom with pasta.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the cremini mushrooms with olive oil and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Herb Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'corn tortillas', 'eggplant', 'tomato', 'parsley', 'butter', 'lime', 'cilantro']",10,10,20,2,easy,True,A savory weeknight entree built around mushroom with tacos.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the cremini mushrooms with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Garlic Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'corn tortillas', 'onion', 'bell pepper', 'zucchini', 'parsley', 'paprika', 'lime', 'cilantro']",12,18,30,6,easy,True,A savory weeknight entree built around mushroom with tacos.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the cremini mushrooms with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Smoky Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'lime', 'cilantro']",20,10,30,4,easy,True,A hearty and simple main dish built around mushroom with tacos.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the cremini mushrooms with olive oil and lime until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Lemon Pepper Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'parsley', 'lime', 'cilantro']",15,10,25,6,easy,True,A comfort-food style dinner built around mushroom with tacos.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the cremini mushrooms with olive oil and parsley until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Roasted Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'garlic powder', 'thyme', 'lime', 'cilantro']",18,10,28,6,easy,True,A comfort-food style dinner built around mushroom with tacos.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the cremini mushrooms with olive oil and garlic powder until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Homestyle Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'corn tortillas', 'paprika', 'butter', 'lime', 'cilantro']",20,10,30,6,easy,True,A savory weeknight entree built around mushroom with tacos.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the cremini mushrooms with olive oil and corn tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
