title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary
Herb Lentil Sheet Pan Dinner,entree,American,"['lentils', 'olive oil', 'onion', 'bell pepper', 'eggplant', 'tomato', 'butter', 'thyme']",10,25,35,2,easy,True,A savory weeknight entree built around lentil with sheet pan dinner.
Garlic Lentil Sheet Pan Dinner,entree,American,"['lentils', 'olive oil', 'paprika']",12,33,45,6,easy,True,A hearty and simple main dish built around lentil with sheet pan dinner.
Smoky Lentil Sheet Pan Dinner,entree,American,"['lentils', 'olive oil', 'onion', 'thyme', 'parsley']",18,27,45,2,easy,True,A comfort-food style dinner built around lentil with sheet pan dinner.
Lemon Pepper Lentil Sheet Pan Dinner,entree,American,"['lentils', 'olive oil', 'onion', 'bell pepper', 'garlic powder', 'paprika']",18,12,30,2,easy,True,A hearty and simple main dish built around lentil with sheet pan dinner.
Roasted Lentil Sheet Pan Dinner,entree,American,"['lentils', 'olive oil', 'onion', 'bell pepper', 'zucchini', 'garlic powder', 'rosemary']",18,12,30,4,easy,True,A savory weeknight entree built around lentil with sheet pan dinner.
Homestyle Lentil Sheet Pan Dinner,entree,American,"['lentils', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'spinach', 'garlic powder', 'butter']",18,17,35,4,easy,True,A hearty and simple main dish built around lentil with sheet pan dinner.
Lemon Herb Lentil Sheet Pan Dinner,entree,Mediterranean,"['lentils', 'olive oil', 'onion']",10,20,30,4,easy,True,A bright Mediterranean-style entree built around lentil with sheet pan dinner.
Mediterranean Lentil Sheet Pan Dinner,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'bell pepper']",12,23,35,4,easy,True,A bright Mediterranean-style entree built around lentil with sheet pan dinner.
Garlic Oregano Lentil Sheet Pan Dinner,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'bell pepper', 'lemon']",10,35,45,4,easy,True,A light but satisfying dinner built around lentil with sheet pan dinner.
Tomato Olive Lentil Sheet Pan Dinner,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'bell pepper', 'eggplant', 'feta']",10,35,45,6,easy,True,A fresh and herb-forward main dish built around lentil with sheet pan dinner.
Zesty Herb Lentil Sheet Pan Dinner,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'bell pepper', 'zucchini', 'olives', 'cucumber']",15,30,45,6,easy,True,A bright Mediterranean-style entree built around lentil with sheet pan dinner.
Sun-Dried Tomato Lentil Sheet Pan Dinner,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'bell pepper', 'eggplant', 'tomato', 'zucchini', 'parsley']",18,12,30,4,easy,True,A bright Mediterranean-style entree built around lentil with sheet pan dinner.
Herb Lentil Skillet,entree,American,"['lentils', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'corn', 'parsley', 'garlic powder']",18,17,35,6,easy,True,A comfort-food style dinner built around lentil with skillet.
Garlic Lentil Skillet,entree,American,"['lentils', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'bell pepper', 'zucchini', 'garlic powder', 'parsley']",20,15,35,4,easy,True,A savory weeknight entree built around lentil with skillet.
Smoky Lentil Skillet,entree,American,"['lentils', 'olive oil', 'rosemary', 'parsley']",20,10,30,6,easy,True,A savory weeknight entree built around lentil with skillet.
Lemon Pepper Lentil Skillet,entree,American,"['lentils', 'olive oil', 'garlic', 'paprika', 'thyme']",20,15,35,4,easy,True,A savory weeknight entree built around lentil with skillet.
Roasted Lentil Skillet,entree,American,"['lentils', 'olive oil', 'onion', 'garlic', 'parsley', 'butter']",20,10,30,4,easy,True,A hearty and simple main dish built around lentil with skillet.
Homestyle Lentil Skillet,entree,American,"['lentils', 'olive oil', 'onion', 'garlic', 'cabbage', 'paprika', 'butter']",18,10,28,4,easy,True,A hearty and simple main dish built around lentil with skillet.
Curried Lentil Curry,entree,Indian,"['lentils', 'olive oil', 'onion', 'garlic', 'coconut milk', 'cabbage', 'carrot', 'ginger']",20,15,35,6,medium,True,A rich and aromatic dinner built around lentil with curry.
Masala Lentil Curry,entree,Indian,"['lentils', 'olive oil', 'ginger']",20,10,30,6,medium,True,A Indian-inspired curry-style main dish built around lentil with curry.
Spiced Lentil Curry,entree,Indian,"['lentils', 'olive oil', 'garlic', 'coconut milk', 'ginger']",10,25,35,2,medium,True,A rich and aromatic dinner built around lentil with curry.
Coconut Curry Lentil Curry,entree,Indian,"['lentils', 'olive oil', 'garlic', 'coconut milk', 'cilantro', 'ginger']",12,33,45,2,medium,True,A rich and aromatic dinner built around lentil with curry.
Golden Lentil Curry,entree,Indian,"['lentils', 'olive oil', 'onion', 'garlic', 'coconut milk', 'ginger', 'cilantro']",15,20,35,2,medium,True,A warming spiced entree built around lentil with curry.
Tikka-Style Lentil Curry,entree,Indian,"['lentils', 'olive oil', 'onion', 'garlic', 'coconut milk', 'eggplant', 'tomato', 'ginger', 'cumin']",15,20,35,4,medium,True,A warming spiced entree built around lentil with curry.
Herb Lentil Wrap,entree,American,"['lentils', 'olive oil', 'cilantro']",10,10,20,4,easy,True,A savory weeknight entree built around lentil with wrap.
Garlic Lentil Wrap,entree,American,"['lentils', 'olive oil', 'lime', 'cilantro']",18,10,28,4,easy,True,A hearty and simple main dish built around lentil with wrap.
Smoky Lentil Wrap,entree,American,"['lentils', 'olive oil', 'rosemary', 'lime', 'cilantro']",12,10,22,6,easy,True,A comfort-food style dinner built around lentil with wrap.
Lemon Pepper Lentil Wrap,entree,American,"['lentils', 'olive oil', 'butter', 'garlic powder', 'lime', 'cilantro']",18,10,28,4,easy,True,A savory weeknight entree built around lentil with wrap.
Roasted Lentil Wrap,entree,American,"['lentils', 'olive oil', 'onion', 'paprika', 'thyme', 'lime', 'cilantro']",12,10,22,2,easy,True,A hearty and simple main dish built around lentil with wrap.
Homestyle Lentil Wrap,entree,American,"['lentils', 'olive oil', 'flour tortillas', 'broccoli', 'paprika', 'rosemary', 'lime', 'cilantro']",20,10,30,2,easy,True,A savory weeknight entree built around lentil with wrap.
Lemon Herb Lentil Wrap,entree,Mediterranean,"['lentils', 'olive oil', 'flour tortillas', 'sweet potato', 'onion', 'black beans', 'cucumber', 'lime', 'cilantro']",18,10,28,6,easy,True,A light but satisfying dinner built around lentil with wrap.
Mediterranean Lentil Wrap,entree,Mediterranean,"['lentils', 'olive oil', 'salt', 'black pepper', 'flour tortillas', 'eggplant', 'tomato', 'feta', 'lime', 'cilantro']",15,10,25,2,easy,True,A light but satisfying dinner built around lentil with wrap.
Garlic Oregano Lentil Wrap,entree,Mediterranean,"['lentils', 'olive oil', 'lime', 'cilantro']",10,10,20,2,easy,True,A fresh and herb-forward main dish built around lentil with wrap.
Tomato Olive Lentil Wrap,entree,Mediterranean,"['lentils', 'olive oil', 'feta', 'lime', 'cilantro']",10,10,20,6,easy,True,A fresh and herb-forward main dish built around lentil with wrap.
Zesty Herb Lentil Wrap,entree,Mediterranean,"['lentils', 'olive oil', 'flour tortillas', 'oregano', 'lime', 'cilantro']",10,10,20,4,easy,True,A fresh and herb-forward main dish built around lentil with wrap.
Sun-Dried Tomato Lentil Wrap,entree,Mediterranean,"['lentils', 'olive oil', 'flour tortillas', 'onion', 'oregano', 'lime', 'cilantro']",10,10,20,2,easy,True,A light but satisfying dinner built around lentil with wrap.
Herb Lentil Grain Bowl,entree,American,"['lentils', 'olive oil', 'quinoa', 'corn', 'onion', 'garlic powder', 'paprika', 'garlic']",12,23,35,6,easy,True,A savory weeknight entree built around lentil with grain bowl.
Garlic Lentil Grain Bowl,entree,American,"['lentils', 'olive oil', 'garlic']",10,10,20,4,easy,True,A hearty and simple main dish built around lentil with grain bowl.
Smoky Lentil Grain Bowl,entree,American,"['lentils', 'olive oil', 'paprika', 'butter', 'garlic']",18,12,30,4,easy,True,A comfort-food style dinner built around lentil with grain bowl.
Lemon Pepper Lentil Grain Bowl,entree,American,"['lentils', 'olive oil', 'onion', 'parsley', 'paprika', 'garlic']",18,10,28,4,easy,True,A hearty and simple main dish built around lentil with grain bowl.
Roasted Lentil Grain Bowl,entree,American,"['lentils', 'olive oil', 'quinoa', 'cauliflower', 'thyme', 'parsley', 'garlic']",10,15,25,4,easy,True,A hearty and simple main dish built around lentil with grain bowl.
Homestyle Lentil Grain Bowl,entree,American,"['lentils', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'zucchini', 'thyme', 'paprika', 'garlic']",18,12,30,4,easy,True,A comfort-food style dinner built around lentil with grain bowl.
Lemon Herb Lentil Grain Bowl,entree,Mediterranean,"['lentils', 'olive oil', 'garlic']",10,25,35,4,easy,True,A fresh and herb-forward main dish built around lentil with grain bowl.
Mediterranean Lentil Grain Bowl,entree,Mediterranean,"['lentils', 'olive oil', 'feta', 'garlic']",10,15,25,6,easy,True,A light but satisfying dinner built around lentil with grain bowl.
Garlic Oregano Lentil Grain Bowl,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'parsley', 'garlic']",12,10,22,4,easy,True,A fresh and herb-forward main dish built around lentil with grain bowl.
Tomato Olive Lentil Grain Bowl,entree,Mediterranean,"['lentils', 'olive oil', 'quinoa', 'sweet potato', 'onion', 'garlic']",10,10,20,4,easy,True,A light but satisfying dinner built around lentil with grain bowl.
Zesty Herb Lentil Grain Bowl,entree,Mediterranean,"['lentils', 'olive oil', 'quinoa', 'spinach', 'onion', 'feta', 'garlic']",20,10,30,4,easy,True,A fresh and herb-forward main dish built around lentil with grain bowl.
Sun-Dried Tomato Lentil Grain Bowl,entree,Mediterranean,"['lentils', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'zucchini', 'olives', 'garlic']",15,20,35,6,easy,True,A light but satisfying dinner built around lentil with grain bowl.
Herb Lentil Stew,entree,American,"['lentils', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'paprika', 'thyme', 'garlic']",20,20,40,4,medium,True,A comfort-food style dinner built around lentil with stew.
Garlic Lentil Stew,entree,American,"['lentils', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'bell pepper', 'thyme', 'butter', 'garlic']",18,32,50,2,medium,True,A hearty and simple main dish built around lentil with stew.
Smoky Lentil Stew,entree,American,"['lentils', 'olive oil', 'rosemary', 'garlic']",12,28,40,2,medium,True,A comfort-food style dinner built around lentil with stew.
Lemon Pepper Lentil Stew,entree,American,"['lentils', 'olive oil', 'thyme', 'rosemary', 'garlic']",12,43,55,4,medium,True,A comfort-food style dinner built around lentil with stew.
Roasted Lentil Stew,entree,American,"['lentils', 'olive oil', 'broth', 'parsley', 'rosemary', 'garlic']",15,40,55,2,medium,True,A savory weeknight entree built around lentil with stew.
Homestyle Lentil Stew,entree,American,"['lentils', 'olive oil', 'broth', 'carrot', 'thyme', 'butter', 'garlic']",10,45,55,4,medium,True,A comfort-food style dinner built around lentil with stew.
Curried Lentil Stew,entree,Indian,"['lentils', 'olive oil', 'broth', 'carrot', 'onion', 'ginger', 'cumin', 'garlic']",12,33,45,6,medium,True,A rich and aromatic dinner built around lentil with stew.
Masala Lentil Stew,entree,Indian,"['lentils', 'olive oil', 'garlic']",15,35,50,4,medium,True,A Indian-inspired curry-style main dish built around lentil with stew.
Spiced Lentil Stew,entree,Indian,"['lentils', 'olive oil', 'coconut milk', 'cumin', 'garlic']",10,45,55,6,medium,True,A rich and aromatic dinner built around lentil with stew.
Coconut Curry Lentil Stew,entree,Indian,"['lentils', 'olive oil', 'onion', 'coconut milk', 'curry powder', 'garlic']",12,28,40,4,medium,True,A Indian-inspired curry-style main dish built around lentil with stew.
Golden Lentil Stew,entree,Indian,"['lentils', 'olive oil', 'broth', 'carrot', 'celery', 'broccoli', 'garlic']",18,32,50,4,medium,True,A rich and aromatic dinner built around lentil with stew.
Tikka-Style Lentil Stew,entree,Indian,"['lentils', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'ginger', 'curry powder', 'garlic']",10,30,40,2,medium,True,A rich and aromatic dinner built around lentil with stew.
Lemon Herb Lentil Stew,entree,Mediterranean,"['lentils', 'olive oil', 'garlic']",18,27,45,6,medium,True,A light but satisfying dinner built around lentil with stew.
Mediterranean Lentil Stew,entree,Mediterranean,"['lentils', 'olive oil', 'lemon', 'garlic']",12,38,50,6,medium,True,A fresh and herb-forward main dish built around lentil with stew.
Garlic Oregano Lentil Stew,entree,Mediterranean,"['lentils', 'olive oil', 'onion', 'lemon', 'garlic']",10,45,55,4,medium,True,A bright Mediterranean-style entree built around lentil with stew.
Tomato Olive Lentil Stew,entree,Mediterranean,"['lentils', 'olive oil', 'broth', 'carrot', 'onion', 'garlic']",15,35,50,4,medium,True,A bright Mediterranean-style entree built around lentil with stew.
Zesty Herb Lentil Stew,entree,Mediterranean,"['lentils', 'olive oil', 'broth', 'carrot', 'celery', 'oregano', 'garlic']",12,33,45,4,medium,True,A light but satisfying dinner built around lentil with stew.
Sun-Dried Tomato Lentil Stew,entree,Mediterranean,"['lentils', 'olive oil', 'broth', 'carrot', 'celery', 'sweet potato', 'onion', 'garlic']",12,43,55,6,medium,True,A bright Mediterranean-style entree built around lentil with stew.
Herb Black Bean Rice Bowl,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'rice', 'mushrooms', 'onion', 'thyme', 'garlic']",15,10,25,6,easy,True,A savory weeknight entree built around black bean with rice bowl.
Garlic Black Bean Rice Bowl,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'rice', 'cabbage', 'carrot', 'thyme', 'rosemary', 'garlic']",12,13,25,2,easy,True,A savory weeknight entree built around black bean with rice bowl.
Smoky Black Bean Rice Bowl,entree,American,"['black beans', 'olive oil', 'rosemary', 'garlic']",15,10,25,4,easy,True,A savory weeknight entree built around black bean with rice bowl.
Lemon Pepper Black Bean Rice Bowl,entree,American,"['black beans', 'olive oil', 'parsley', 'paprika', 'garlic']",15,10,25,6,easy,True,A comfort-food style dinner built around black bean with rice bowl.
Roasted Black Bean Rice Bowl,entree,American,"['black beans', 'olive oil', 'onion', 'butter', 'rosemary', 'garlic']",20,10,30,6,easy,True,A hearty and simple main dish built around black bean with rice bowl.
Homestyle Black Bean Rice Bowl,entree,American,"['black beans', 'olive oil', 'rice', 'broccoli', 'garlic powder', 'butter', 'garlic']",10,20,30,6,easy,True,A comfort-food style dinner built around black bean with rice bowl.
Chipotle Black Bean Rice Bowl,entree,Mexican,"['black beans', 'olive oil', 'rice', 'sweet potato', 'onion', 'chili powder', 'cilantro', 'garlic']",18,10,28,4,easy,True,A bold and zesty main dish built around black bean with rice bowl.
Cilantro Lime Black Bean Rice Bowl,entree,Mexican,"['black beans', 'olive oil', 'garlic']",15,15,30,2,easy,True,A family-friendly taco night style meal built around black bean with rice bowl.
Spicy Black Bean Rice Bowl,entree,Mexican,"['black beans', 'olive oil', 'rice', 'cumin', 'garlic']",12,18,30,6,easy,True,A family-friendly taco night style meal built around black bean with rice bowl.
Smoky Black Bean Mushrooms Rice Bowl,entree,Mexican,"['black beans', 'olive oil', 'rice', 'onion', 'cumin', 'garlic']",18,10,28,6,easy,True,A bold and zesty main dish built around black bean with rice bowl.
Salsa Verde Black Bean Rice Bowl,entree,Mexican,"['black beans', 'olive oil', 'rice', 'cauliflower', 'chili powder', 'cumin', 'garlic']",10,10,20,4,easy,True,A Mexican-inspired entree with bright flavors built around black bean with rice bowl.
Southwest Black Bean Rice Bowl,entree,Mexican,"['black beans', 'olive oil', 'rice', 'mushrooms', 'onion', 'peas', 'jalapeno', 'cilantro', 'garlic']",12,18,30,6,easy,True,A Mexican-inspired entree with bright flavors built around black bean with rice bowl.
Herb Black Bean Pasta,entree,American,"['black beans', 'olive oil', 'parmesan']",12,10,22,4,easy,True,A hearty and simple main dish built around black bean with pasta.
Garlic Black Bean Pasta,entree,American,"['black beans', 'olive oil', 'garlic', 'parmesan']",18,12,30,6,easy,True,A comfort-food style dinner built around black bean with pasta.
Smoky Black Bean Pasta,entree,American,"['black beans', 'olive oil', 'thyme', 'garlic', 'parmesan']",10,15,25,4,easy,True,A savory weeknight entree built around black bean with pasta.
Lemon Pepper Black Bean Pasta,entree,American,"['black beans', 'olive oil', 'paprika', 'rosemary', 'garlic', 'parmesan']",15,15,30,2,easy,True,A comfort-food style dinner built around black bean with pasta.
Roasted Black Bean Pasta,entree,American,"['black beans', 'olive oil', 'pasta', 'thyme', 'garlic powder', 'garlic', 'parmesan']",20,10,30,2,easy,True,A savory weeknight entree built around black bean with pasta.
Homestyle Black Bean Pasta,entree,American,"['black beans', 'olive oil', 'pasta', 'onion', 'garlic powder', 'parsley', 'garlic', 'parmesan']",15,15,30,2,easy,True,A comfort-food style dinner built around black bean with pasta.
Herb Black Bean Tacos,entree,American,"['black beans', 'olive oil', 'corn tortillas', 'spinach', 'onion', 'rosemary', 'thyme', 'lime', 'cilantro']",10,20,30,4,easy,True,A hearty and simple main dish built around black bean with tacos.
Garlic Black Bean Tacos,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'corn tortillas', 'sweet potato', 'onion', 'butter', 'lime', 'cilantro']",10,15,25,4,easy,True,A comfort-food style dinner built around black bean with tacos.
Smoky Black Bean Tacos,entree,American,"['black beans', 'olive oil', 'lime', 'cilantro']",18,12,30,4,easy,True,A savory weeknight entree built around black bean with tacos.
Lemon Pepper Black Bean Tacos,entree,American,"['black beans', 'olive oil', 'butter', 'lime', 'cilantro']",10,10,20,2,easy,True,A savory weeknight entree built around black bean with tacos.
Roasted Black Bean Tacos,entree,American,"['black beans', 'olive oil', 'paprika', 'parsley', 'lime', 'cilantro']",20,10,30,2,easy,True,A comfort-food style dinner built around black bean with tacos.
Homestyle Black Bean Tacos,entree,American,"['black beans', 'olive oil', 'corn tortillas', 'thyme', 'rosemary', 'lime', 'cilantro']",15,10,25,2,easy,True,A comfort-food style dinner built around black bean with tacos.
Chipotle Black Bean Tacos,entree,Mexican,"['black beans', 'olive oil', 'corn tortillas', 'mushrooms', 'onion', 'chili powder', 'lime', 'cilantro']",18,10,28,2,easy,True,A family-friendly taco night style meal built around black bean with tacos.
Cilantro Lime Black Bean Tacos,entree,Mexican,"['black beans', 'olive oil', 'cilantro']",15,10,25,2,easy,True,A Mexican-inspired entree with bright flavors built around black bean with tacos.
Spicy Black Bean Tacos,entree,Mexican,"['black beans', 'olive oil', 'onion', 'lime', 'cilantro']",12,10,22,6,easy,True,A family-friendly taco night style meal built around black bean with tacos.
Smoky Black Bean Spinach Tacos,entree,Mexican,"['black beans', 'olive oil', 'onion', 'chili powder', 'lime', 'cilantro']",12,13,25,2,easy,True,A family-friendly taco night style meal built around black bean with tacos.
Salsa Verde Black Bean Tacos,entree,Mexican,"['black beans', 'olive oil', 'corn tortillas', 'onion', 'chili powder', 'lime', 'cilantro']",18,10,28,4,easy,True,A bold and zesty main dish built around black bean with tacos.
Southwest Black Bean Tacos,entree,Mexican,"['black beans', 'olive oil', 'salt', 'black pepper', 'corn tortillas', 'onion', 'lime', 'chili powder', 'cilantro']",18,10,28,2,easy,True,A family-friendly taco night style meal built around black bean with tacos.
Herb Black Bean Salad,entree,American,"['black beans', 'olive oil', 'parsley']",18,10,28,6,easy,True,A savory weeknight entree built around black bean with salad.
Garlic Black Bean Salad,entree,American,"['black beans', 'olive oil', 'paprika', 'garlic powder']",12,10,22,4,easy,True,A comfort-food style dinner built around black bean with salad.
Smoky Black Bean Salad,entree,American,"['black beans', 'olive oil', 'mixed greens', 'rosemary', 'garlic powder']",20,10,30,4,easy,True,A comfort-food style dinner built around black bean with salad.
Lemon Pepper Black Bean Salad,entree,American,"['black beans', 'olive oil', 'mixed greens', 'corn', 'onion', 'rosemary']",15,10,25,4,easy,True,A comfort-food style dinner built around black bean with salad.
Roasted Black Bean Salad,entree,American,"['black beans', 'olive oil', 'mixed greens', 'onion', 'bell pepper', 'paprika', 'rosemary']",12,10,22,2,easy,True,A hearty and simple main dish built around black bean with salad.
Homestyle Black Bean Salad,entree,American,"['black beans', 'olive oil', 'mixed greens', 'kale', 'white beans', 'tomato', 'rosemary', 'paprika']",10,10,20,6,easy,True,A comfort-food style dinner built around black bean with salad.
Herb Black Bean Soup,entree,American,"['black beans', 'olive oil', 'broth', 'onion', 'bell pepper', 'zucchini', 'butter', 'paprika', 'garlic']",10,35,45,4,medium,True,A comfort-food style dinner built around black bean with soup.
Garlic Black Bean Soup,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'broth', 'cauliflower', 'carrot', 'thyme', 'garlic powder', 'garlic']",18,22,40,6,medium,True,A savory weeknight entree built around black bean with soup.
Smoky Black Bean Soup,entree,American,"['black beans', 'olive oil', 'rosemary', 'garlic']",12,23,35,2,medium,True,A savory weeknight entree built around black bean with soup.
Lemon Pepper Black Bean Soup,entree,American,"['black beans', 'olive oil', 'onion', 'parsley', 'garlic']",20,20,40,2,medium,True,A hearty and simple main dish built around black bean with soup.
Roasted Black Bean Soup,entree,American,"['black beans', 'olive oil', 'onion', 'thyme', 'garlic powder', 'garlic']",18,27,45,6,medium,True,A savory weeknight entree built around black bean with soup.
Homestyle Black Bean Soup,entree,American,"['black beans', 'olive oil', 'broth', 'cabbage', 'garlic powder', 'rosemary', 'garlic']",20,10,30,4,medium,True,A comfort-food style dinner built around black bean with soup.
Herb Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'spinach', 'rosemary']",12,23,35,6,easy,True,A hearty and simple main dish built around black bean with sheet pan dinner.
Garlic Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'rosemary']",15,25,40,2,easy,True,A savory weeknight entree built around black bean with sheet pan dinner.
Smoky Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'onion', 'rosemary', 'parsley']",15,15,30,6,easy,True,A comfort-food style dinner built around black bean with sheet pan dinner.
Lemon Pepper Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'onion', 'bell pepper', 'paprika', 'butter']",12,23,35,2,easy,True,A savory weeknight entree built around black bean with sheet pan dinner.
Roasted Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'onion', 'bell pepper', 'sweet potato', 'paprika', 'thyme']",12,18,30,2,easy,True,A hearty and simple main dish built around black bean with sheet pan dinner.
Homestyle Black Bean Sheet Pan Dinner,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'spinach', 'tomato', 'garlic powder']",18,27,45,6,easy,True,A comfort-food style dinner built around black bean with sheet pan dinner.
Herb Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'thyme']",12,13,25,6,easy,True,A comfort-food style dinner built around black bean with skillet.
Garlic Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'garlic', 'rosemary']",12,10,22,4,easy,True,A comfort-food style dinner built around black bean with skillet.
Smoky Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'garlic', 'thyme', 'garlic powder']",12,23,35,2,easy,True,A savory weeknight entree built around black bean with skillet.
Lemon Pepper Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'onion', 'garlic', 'parsley', 'butter']",20,10,30,6,easy,True,A comfort-food style dinner built around black bean with skillet.
Roasted Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'onion', 'garlic', 'bell pepper', 'parsley', 'thyme']",20,10,30,4,easy,True,A comfort-food style dinner built around black bean with skillet.
Homestyle Black Bean Skillet,entree,American,"['black beans', 'olive oil', 'onion', 'garlic', 'corn', 'bell pepper', 'butter', 'garlic powder']",12,18,30,4,easy,True,A comfort-food style dinner built around black bean with skillet.
Chipotle Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'corn', 'lime', 'chili powder']",12,18,30,6,easy,True,A Mexican-inspired entree with bright flavors built around black bean with skillet.
Cilantro Lime Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'spinach', 'tomato', 'chili powder', 'cumin']",15,15,30,6,easy,True,A bold and zesty main dish built around black bean with skillet.
Spicy Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'lime', 'cumin']",10,25,35,4,easy,True,A Mexican-inspired entree with bright flavors built around black bean with skillet.
Smoky Black Bean Spinach Skillet,entree,Mexican,"['black beans', 'olive oil', 'onion', 'garlic', 'lime']",15,10,25,2,easy,True,A family-friendly taco night style meal built around black bean with skillet.
Salsa Verde Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'onion', 'garlic', 'bell pepper', 'cilantro']",10,20,30,4,easy,True,A family-friendly taco night style meal built around black bean with skillet.
Southwest Black Bean Skillet,entree,Mexican,"['black beans', 'olive oil', 'onion', 'garlic', 'sweet potato', 'lime', 'cilantro']",12,23,35,4,easy,True,A family-friendly taco night style meal built around black bean with skillet.
Herb Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'flour tortillas', 'eggplant', 'tomato', 'rosemary', 'lime', 'cilantro']",10,10,20,2,easy,True,A hearty and simple main dish built around black bean with wrap.
Garlic Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'cilantro']",18,10,28,2,easy,True,A hearty and simple main dish built around black bean with wrap.
Smoky Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'parsley', 'lime', 'cilantro']",18,10,28,6,easy,True,A savory weeknight entree built around black bean with wrap.
Lemon Pepper Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'parsley', 'butter', 'lime', 'cilantro']",10,15,25,4,easy,True,A savory weeknight entree built around black bean with wrap.
Roasted Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'flour tortillas', 'cabbage', 'parsley', 'lime', 'cilantro']",10,10,20,4,easy,True,A hearty and simple main dish built around black bean with wrap.
Homestyle Black Bean Wrap,entree,American,"['black beans', 'olive oil', 'flour tortillas', 'mushrooms', 'onion', 'butter', 'thyme', 'lime', 'cilantro']",10,15,25,6,easy,True,A savory weeknight entree built around black bean with wrap.
Chipotle Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'cilantro']",10,10,20,6,easy,True,A bold and zesty main dish built around black bean with wrap.
Cilantro Lime Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'lime', 'cilantro']",20,10,30,6,easy,True,A family-friendly taco night style meal built around black bean with wrap.
Spicy Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'onion', 'lime', 'cilantro']",18,10,28,4,easy,True,A family-friendly taco night style meal built around black bean with wrap.
Smoky Black Bean Mushrooms Wrap,entree,Mexican,"['black beans', 'olive oil', 'flour tortillas', 'onion', 'cilantro', 'lime']",15,10,25,6,easy,True,A Mexican-inspired entree with bright flavors built around black bean with wrap.
Salsa Verde Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'lime', 'cilantro']",15,10,25,6,easy,True,A bold and zesty main dish built around black bean with wrap.
Southwest Black Bean Wrap,entree,Mexican,"['black beans', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'cumin', 'lime', 'cilantro']",18,10,28,6,easy,True,A bold and zesty main dish built around black bean with wrap.
Herb Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'quinoa', 'kale', 'white beans', 'tomato', 'paprika', 'rosemary', 'garlic']",12,13,25,6,easy,True,A hearty and simple main dish built around black bean with grain bowl.
Garlic Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'salt', 'black pepper', 'quinoa', 'spinach', 'onion', 'rosemary', 'thyme', 'garlic']",18,17,35,4,easy,True,A savory weeknight entree built around black bean with grain bowl.
Smoky Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'rosemary', 'garlic']",15,10,25,6,easy,True,A hearty and simple main dish built around black bean with grain bowl.
